DateTime,Load_kW,Voltage,Temperature
2024-07-24 06:00:00,64.87,229.6,41.7
2024-07-24 07:00:00,61.37,229.25,40.55
2024-07-24 08:00:00,62.38,229.31,39.97
2024-07-24 09:00:00,56.17,228.51,36.39
2024-07-24 10:00:00,55.97,228.88,36.0
2024-07-24 11:00:00,52.57,231.06,32.28
2024-07-24 12:00:00,53.05,229.56,30.38
2024-07-24 13:00:00,45.42,229.57,26.22
2024-07-24 14:00:00,40.18,229.31,24.43
2024-07-24 15:00:00,38.49,231.35,21.52
2024-07-24 16:00:00,35.98,231.42,19.61
2024-07-24 17:00:00,38.32,230.31,18.83
2024-07-24 18:00:00,32.64,229.82,18.53
2024-07-24 19:00:00,38.53,230.72,19.56
2024-07-24 20:00:00,38.07,230.06,19.82
2024-07-24 21:00:00,38.38,231.23,22.61
2024-07-24 22:00:00,40.95,229.87,24.24
2024-07-24 23:00:00,43.56,229.72,27.81
2024-07-25 00:00:00,48.31,229.14,29.88
2024-07-25 01:00:00,56.1,230.07,33.29
2024-07-25 02:00:00,58.02,230.03,36.26
2024-07-25 03:00:00,64.23,230.19,39.06
2024-07-25 04:00:00,62.5,230.69,39.47
2024-07-25 05:00:00,65.64,228.46,41.68
2024-07-25 06:00:00,63.85,230.58,41.73
2024-07-25 07:00:00,67.32,229.49,41.47
2024-07-25 08:00:00,58.87,229.75,39.35
2024-07-25 09:00:00,59.65,230.87,38.28
2024-07-25 10:00:00,54.18,230.46,35.13
2024-07-25 11:00:00,51.7,230.04,32.36
2024-07-25 12:00:00,52.61,228.33,30.58
2024-07-25 13:00:00,44.47,230.68,26.13
2024-07-25 14:00:00,46.06,229.63,24.24
2024-07-25 15:00:00,39.73,229.36,21.61
2024-07-25 16:00:00,40.83,229.92,20.05
2024-07-25 17:00:00,36.36,230.55,19.21
2024-07-25 18:00:00,38.09,229.88,19.93
2024-07-25 19:00:00,34.55,229.72,19.88
2024-07-25 20:00:00,35.34,229.23,19.6
2024-07-25 21:00:00,39.36,230.19,21.91
2024-07-25 22:00:00,40.92,229.72,25.49
2024-07-25 23:00:00,45.86,229.1,26.89
2024-07-26 00:00:00,46.87,229.98,30.37
2024-07-26 01:00:00,55.4,229.46,33.71
2024-07-26 02:00:00,60.49,229.33,35.94
2024-07-26 03:00:00,61.14,230.55,38.08
2024-07-26 04:00:00,63.77,229.0,40.55
2024-07-26 05:00:00,62.48,230.16,42.11
2024-07-26 06:00:00,63.03,230.03,41.52
2024-07-26 07:00:00,65.09,229.09,42.06
2024-07-26 08:00:00,62.25,228.98,39.51
2024-07-26 09:00:00,63.18,228.71,38.11
2024-07-26 10:00:00,56.7,230.49,35.35
2024-07-26 11:00:00,56.26,230.03,32.74
2024-07-26 12:00:00,46.37,230.64,29.36
2024-07-26 13:00:00,46.62,229.07,26.44
2024-07-26 14:00:00,42.63,230.02,24.48
2024-07-26 15:00:00,38.92,229.27,21.14
2024-07-26 16:00:00,38.81,229.78,19.74
2024-07-26 17:00:00,33.37,230.72,19.25
2024-07-26 18:00:00,36.74,230.15,19.31
2024-07-26 19:00:00,34.27,229.64,18.58
2024-07-26 20:00:00,38.56,230.91,20.14
2024-07-26 21:00:00,36.79,229.7,21.88
2024-07-26 22:00:00,41.54,231.0,22.97
2024-07-26 23:00:00,44.66,228.82,28.15
2024-07-27 00:00:00,43.65,229.51,29.32
2024-07-27 01:00:00,51.35,229.12,33.65
2024-07-27 02:00:00,54.56,231.61,35.84
2024-07-27 03:00:00,55.42,229.18,38.44
2024-07-27 04:00:00,60.06,230.25,39.85
2024-07-27 05:00:00,55.81,230.78,41.02
2024-07-27 06:00:00,62.69,229.91,41.17
2024-07-27 07:00:00,60.65,230.22,41.47
2024-07-27 08:00:00,57.27,230.05,39.8
2024-07-27 09:00:00,57.89,229.23,37.39
2024-07-27 10:00:00,47.89,229.74,34.24
2024-07-27 11:00:00,52.17,230.32,32.63
2024-07-27 12:00:00,44.0,229.08,28.99
2024-07-27 13:00:00,43.75,228.95,26.39
2024-07-27 14:00:00,37.83,229.7,22.75
2024-07-27 15:00:00,31.79,230.12,20.94
2024-07-27 16:00:00,33.13,229.43,18.8
2024-07-27 17:00:00,33.57,229.92,19.27
2024-07-27 18:00:00,28.83,229.57,17.99
2024-07-27 19:00:00,29.33,230.54,17.92
2024-07-27 20:00:00,33.23,229.75,20.14
2024-07-27 21:00:00,37.37,230.1,22.45
2024-07-27 22:00:00,36.39,227.42,24.75
2024-07-27 23:00:00,40.98,229.67,26.79
2024-07-28 00:00:00,47.25,230.55,30.45
2024-07-28 01:00:00,48.44,230.37,32.74
2024-07-28 02:00:00,52.04,230.93,35.73
2024-07-28 03:00:00,57.89,229.53,38.54
2024-07-28 04:00:00,57.69,231.25,39.31
2024-07-28 05:00:00,57.72,229.9,40.87
2024-07-28 06:00:00,62.06,230.62,40.66
2024-07-28 07:00:00,60.89,230.17,40.39
2024-07-28 08:00:00,57.35,229.89,39.46
2024-07-28 09:00:00,53.14,230.02,37.14
2024-07-28 10:00:00,54.55,230.57,35.47
2024-07-28 11:00:00,48.61,231.48,32.31
2024-07-28 12:00:00,43.51,229.84,30.09
2024-07-28 13:00:00,37.36,229.07,26.15
2024-07-28 14:00:00,32.16,230.18,22.87
2024-07-28 15:00:00,31.19,230.55,20.28
2024-07-28 16:00:00,33.53,229.83,19.44
2024-07-28 17:00:00,32.8,228.24,18.24
2024-07-28 18:00:00,30.42,229.52,18.04
2024-07-28 19:00:00,26.9,231.12,17.65
2024-07-28 20:00:00,34.96,229.66,20.27
2024-07-28 21:00:00,30.38,230.78,21.37
2024-07-28 22:00:00,37.71,229.56,24.81
2024-07-28 23:00:00,39.93,228.97,26.75
2024-07-29 00:00:00,50.7,228.12,31.49
2024-07-29 01:00:00,55.53,229.84,33.78
2024-07-29 02:00:00,59.07,229.63,36.08
2024-07-29 03:00:00,61.75,230.75,38.74
2024-07-29 04:00:00,64.93,230.03,40.49
2024-07-29 05:00:00,66.55,230.58,41.74
2024-07-29 06:00:00,67.44,230.5,41.94
2024-07-29 07:00:00,60.72,230.44,40.35
2024-07-29 08:00:00,61.33,230.76,39.53
2024-07-29 09:00:00,59.01,229.11,38.54
2024-07-29 10:00:00,55.55,229.47,34.35
2024-07-29 11:00:00,51.33,229.24,32.12
2024-07-29 12:00:00,52.82,230.29,29.82
2024-07-29 13:00:00,46.32,228.97,26.57
2024-07-29 14:00:00,39.74,232.69,23.86
2024-07-29 15:00:00,43.86,229.13,21.96
2024-07-29 16:00:00,35.41,231.04,19.76
2024-07-29 17:00:00,37.4,229.24,18.66
2024-07-29 18:00:00,36.71,230.71,18.76
2024-07-29 19:00:00,36.12,229.3,19.03
2024-07-29 20:00:00,39.92,230.12,20.06
2024-07-29 21:00:00,38.13,229.43,22.14
2024-07-29 22:00:00,44.26,230.14,25.5
2024-07-29 23:00:00,49.66,229.59,28.39
2024-07-30 00:00:00,49.74,231.2,29.73
2024-07-30 01:00:00,48.13,230.44,31.97
2024-07-30 02:00:00,58.1,229.73,36.39
2024-07-30 03:00:00,60.62,230.81,38.58
2024-07-30 04:00:00,59.24,230.09,39.76
2024-07-30 05:00:00,63.54,229.73,41.1
2024-07-30 06:00:00,63.54,229.47,41.04
2024-07-30 07:00:00,63.55,229.11,41.43
2024-07-30 08:00:00,62.68,230.08,40.04
2024-07-30 09:00:00,59.72,230.95,37.34
2024-07-30 10:00:00,59.33,230.22,36.79
2024-07-30 11:00:00,49.53,229.33,32.23
2024-07-30 12:00:00,48.38,229.08,29.72
2024-07-30 13:00:00,47.45,230.32,26.94
2024-07-30 14:00:00,39.35,230.88,24.16
2024-07-30 15:00:00,38.72,230.76,21.35
2024-07-30 16:00:00,35.84,230.06,19.95
2024-07-30 17:00:00,38.26,230.44,19.07
2024-07-30 18:00:00,32.75,230.01,18.71
2024-07-30 19:00:00,37.85,231.25,19.04
2024-07-30 20:00:00,39.62,229.83,20.19
2024-07-30 21:00:00,41.43,230.14,22.72
2024-07-30 22:00:00,41.99,229.97,24.75
2024-07-30 23:00:00,46.8,229.66,27.42
2024-07-31 00:00:00,50.99,228.66,30.89
2024-07-31 01:00:00,50.54,230.81,32.35
2024-07-31 02:00:00,57.02,230.38,36.09
2024-07-31 03:00:00,59.72,229.8,38.19
2024-07-31 04:00:00,60.82,228.56,39.73
2024-07-31 05:00:00,63.03,228.59,39.63
2024-07-31 06:00:00,65.4,230.86,41.62
2024-07-31 07:00:00,63.39,228.7,39.7
2024-07-31 08:00:00,66.62,230.04,39.84
2024-07-31 09:00:00,61.43,228.75,37.57
2024-07-31 10:00:00,58.56,230.34,34.82
2024-07-31 11:00:00,50.78,230.58,32.67
2024-07-31 12:00:00,50.53,230.99,29.78
2024-07-31 13:00:00,46.29,229.42,27.78
2024-07-31 14:00:00,41.5,229.71,23.96
2024-07-31 15:00:00,39.89,230.34,21.42
2024-07-31 16:00:00,35.01,229.84,19.9
2024-07-31 17:00:00,35.69,229.63,18.36
2024-07-31 18:00:00,35.36,230.68,19.04
2024-07-31 19:00:00,37.52,229.48,19.11
2024-07-31 20:00:00,33.5,230.36,20.56
2024-07-31 21:00:00,39.52,230.06,23.37
2024-07-31 22:00:00,43.22,229.14,24.59
2024-07-31 23:00:00,48.43,230.16,27.75
2024-08-01 00:00:00,50.23,230.19,30.49
2024-08-01 01:00:00,53.46,229.78,33.36
2024-08-01 02:00:00,58.3,230.25,35.94
2024-08-01 03:00:00,58.49,230.0,38.59
2024-08-01 04:00:00,62.7,230.29,40.41
2024-08-01 05:00:00,63.85,229.63,41.25
2024-08-01 06:00:00,63.15,229.22,40.48
2024-08-01 07:00:00,66.93,229.21,41.64
2024-08-01 08:00:00,62.11,230.26,39.48
2024-08-01 09:00:00,58.29,230.86,37.26
2024-08-01 10:00:00,55.32,230.24,35.58
2024-08-01 11:00:00,52.34,229.51,32.75
2024-08-01 12:00:00,47.81,231.08,28.86
2024-08-01 13:00:00,43.88,229.7,25.54
2024-08-01 14:00:00,42.46,229.98,24.59
2024-08-01 15:00:00,33.86,232.48,20.98
2024-08-01 16:00:00,37.06,230.34,19.78
2024-08-01 17:00:00,36.14,230.77,18.82
2024-08-01 18:00:00,34.14,228.49,18.36
2024-08-01 19:00:00,37.51,230.02,19.44
2024-08-01 20:00:00,38.72,229.03,20.98
2024-08-01 21:00:00,38.13,229.23,21.82
2024-08-01 22:00:00,43.8,229.95,25.6
2024-08-01 23:00:00,42.5,229.07,27.04
2024-08-02 00:00:00,47.2,230.9,30.59
2024-08-02 01:00:00,53.07,229.46,32.77
2024-08-02 02:00:00,57.11,229.48,35.82
2024-08-02 03:00:00,60.85,230.88,38.34
2024-08-02 04:00:00,63.92,230.59,39.9
2024-08-02 05:00:00,62.43,229.67,41.18
2024-08-02 06:00:00,64.86,229.5,40.84
2024-08-02 07:00:00,69.36,229.34,41.35
2024-08-02 08:00:00,58.75,229.9,40.22
2024-08-02 09:00:00,56.98,230.54,37.64
2024-08-02 10:00:00,58.06,230.01,35.43
2024-08-02 11:00:00,52.78,229.27,32.15
2024-08-02 12:00:00,45.87,228.68,29.49
2024-08-02 13:00:00,46.11,230.83,26.89
2024-08-02 14:00:00,40.95,230.88,23.98
2024-08-02 15:00:00,37.75,229.4,20.4
2024-08-02 16:00:00,38.72,230.14,19.96
2024-08-02 17:00:00,38.32,229.04,19.14
2024-08-02 18:00:00,34.48,229.8,17.12
2024-08-02 19:00:00,34.7,229.77,19.07
2024-08-02 20:00:00,35.29,228.43,20.55
2024-08-02 21:00:00,39.02,230.36,22.03
2024-08-02 22:00:00,43.08,229.87,25.32
2024-08-02 23:00:00,45.7,230.94,27.51
2024-08-03 00:00:00,47.65,230.48,30.59
2024-08-03 01:00:00,49.67,230.71,32.74
2024-08-03 02:00:00,52.74,229.76,35.8
2024-08-03 03:00:00,56.09,229.69,37.58
2024-08-03 04:00:00,57.69,230.25,40.05
2024-08-03 05:00:00,57.15,229.91,39.55
2024-08-03 06:00:00,61.24,230.2,40.44
2024-08-03 07:00:00,60.29,229.63,41.28
2024-08-03 08:00:00,55.64,229.85,38.78
2024-08-03 09:00:00,52.82,229.96,36.49
2024-08-03 10:00:00,50.07,230.86,34.73
2024-08-03 11:00:00,49.52,229.39,32.09
2024-08-03 12:00:00,45.75,231.01,28.68
2024-08-03 13:00:00,38.32,229.03,25.84
2024-08-03 14:00:00,39.73,232.22,23.04
2024-08-03 15:00:00,33.05,230.74,20.8
2024-08-03 16:00:00,30.22,231.52,19.64
2024-08-03 17:00:00,30.48,230.74,17.97
2024-08-03 18:00:00,29.09,229.03,18.17
2024-08-03 19:00:00,31.21,228.99,18.6
2024-08-03 20:00:00,34.27,230.16,20.41
2024-08-03 21:00:00,36.19,231.33,21.51
2024-08-03 22:00:00,38.6,228.69,25.08
2024-08-03 23:00:00,43.02,229.29,26.96
2024-08-04 00:00:00,45.09,230.88,30.04
2024-08-04 01:00:00,53.72,229.81,33.99
2024-08-04 02:00:00,51.14,228.58,35.47
2024-08-04 03:00:00,53.56,230.6,37.64
2024-08-04 04:00:00,61.16,228.59,39.67
2024-08-04 05:00:00,59.99,230.97,41.41
2024-08-04 06:00:00,61.39,230.66,41.23
2024-08-04 07:00:00,59.3,228.99,39.95
2024-08-04 08:00:00,57.22,231.24,39.37
2024-08-04 09:00:00,57.36,229.4,37.16
2024-08-04 10:00:00,49.02,230.98,34.46
2024-08-04 11:00:00,48.73,228.86,32.34
2024-08-04 12:00:00,46.93,230.07,30.04
2024-08-04 13:00:00,38.0,228.99,24.9
2024-08-04 14:00:00,37.4,229.77,24.23
2024-08-04 15:00:00,35.59,228.79,20.76
2024-08-04 16:00:00,32.44,229.23,19.69
2024-08-04 17:00:00,28.32,230.17,18.28
2024-08-04 18:00:00,26.94,230.35,17.27
2024-08-04 19:00:00,29.74,230.19,18.19
2024-08-04 20:00:00,33.63,231.22,19.86
2024-08-04 21:00:00,39.0,228.31,21.68
2024-08-04 22:00:00,40.63,231.48,25.39
2024-08-04 23:00:00,37.41,229.7,27.16
2024-08-05 00:00:00,50.97,230.08,30.49
2024-08-05 01:00:00,57.31,228.65,34.27
2024-08-05 02:00:00,54.71,229.96,36.45
2024-08-05 03:00:00,60.16,230.02,37.58
2024-08-05 04:00:00,61.59,229.03,40.23
2024-08-05 05:00:00,62.89,229.6,41.07
2024-08-05 06:00:00,63.73,231.17,41.88
2024-08-05 07:00:00,62.33,230.45,39.83
2024-08-05 08:00:00,60.28,229.71,39.48
2024-08-05 09:00:00,60.36,230.31,38.51
2024-08-05 10:00:00,57.42,230.54,33.77
2024-08-05 11:00:00,52.43,230.11,32.53
2024-08-05 12:00:00,52.59,231.12,29.45
2024-08-05 13:00:00,46.53,228.91,26.45
2024-08-05 14:00:00,44.33,230.07,24.65
2024-08-05 15:00:00,38.69,229.44,21.83
2024-08-05 16:00:00,39.1,229.53,19.93
2024-08-05 17:00:00,36.16,230.35,18.61
2024-08-05 18:00:00,38.25,230.45,18.51
2024-08-05 19:00:00,34.1,229.17,18.17
2024-08-05 20:00:00,35.31,232.2,20.96
2024-08-05 21:00:00,41.1,229.29,22.98
2024-08-05 22:00:00,44.68,230.35,23.91
2024-08-05 23:00:00,49.23,228.93,27.74
2024-08-06 00:00:00,51.87,229.51,30.21
2024-08-06 01:00:00,53.02,230.34,32.9
2024-08-06 02:00:00,56.57,230.28,35.97
2024-08-06 03:00:00,61.98,230.19,37.89
2024-08-06 04:00:00,63.33,229.57,39.53
2024-08-06 05:00:00,67.95,232.73,41.2
2024-08-06 06:00:00,63.85,229.51,41.9
2024-08-06 07:00:00,64.99,228.87,41.24
2024-08-06 08:00:00,61.66,230.58,38.6
2024-08-06 09:00:00,56.8,230.35,37.53
2024-08-06 10:00:00,54.77,230.05,35.9
2024-08-06 11:00:00,51.07,229.55,31.97
2024-08-06 12:00:00,46.6,230.35,29.33
2024-08-06 13:00:00,42.23,228.87,25.91
2024-08-06 14:00:00,41.02,230.48,24.84
2024-08-06 15:00:00,35.51,229.24,21.33
2024-08-06 16:00:00,37.52,229.38,20.68
2024-08-06 17:00:00,32.01,230.12,18.25
2024-08-06 18:00:00,32.13,230.21,17.92
2024-08-06 19:00:00,34.4,228.95,19.58
2024-08-06 20:00:00,37.36,228.71,20.47
2024-08-06 21:00:00,38.78,230.41,21.87
2024-08-06 22:00:00,43.35,229.38,24.29
2024-08-06 23:00:00,49.04,228.56,28.06
2024-08-07 00:00:00,54.43,230.45,31.46
2024-08-07 01:00:00,54.02,229.65,34.09
2024-08-07 02:00:00,55.07,230.23,35.42
2024-08-07 03:00:00,63.19,230.07,39.11
2024-08-07 04:00:00,61.28,229.83,39.46
2024-08-07 05:00:00,62.02,229.56,41.0
2024-08-07 06:00:00,64.5,230.22,41.08
2024-08-07 07:00:00,63.59,229.77,39.64
2024-08-07 08:00:00,61.29,230.61,39.19
2024-08-07 09:00:00,63.65,229.97,37.61
2024-08-07 10:00:00,59.44,230.17,35.93
2024-08-07 11:00:00,55.55,230.38,31.93
2024-08-07 12:00:00,48.4,230.61,28.26
2024-08-07 13:00:00,46.59,230.41,26.08
2024-08-07 14:00:00,43.48,228.91,24.01
2024-08-07 15:00:00,39.56,230.16,22.21
2024-08-07 16:00:00,35.28,228.44,19.03
2024-08-07 17:00:00,35.28,230.7,19.7
2024-08-07 18:00:00,36.07,230.14,18.49
2024-08-07 19:00:00,32.03,230.6,18.59
2024-08-07 20:00:00,40.88,230.26,20.7
2024-08-07 21:00:00,39.31,229.78,21.16
2024-08-07 22:00:00,40.86,228.55,24.62
2024-08-07 23:00:00,46.25,230.47,27.31
2024-08-08 00:00:00,49.5,229.8,30.39
2024-08-08 01:00:00,55.27,230.3,33.8
2024-08-08 02:00:00,61.1,229.83,36.89
2024-08-08 03:00:00,62.56,230.06,39.07
2024-08-08 04:00:00,64.77,230.59,40.08
2024-08-08 05:00:00,61.49,230.3,40.97
2024-08-08 06:00:00,63.68,229.72,41.41
2024-08-08 07:00:00,59.55,229.8,40.94
2024-08-08 08:00:00,64.55,229.7,39.15
2024-08-08 09:00:00,54.96,230.46,36.64
2024-08-08 10:00:00,56.91,229.57,35.93
2024-08-08 11:00:00,51.94,230.61,32.45
2024-08-08 12:00:00,45.1,230.88,28.96
2024-08-08 13:00:00,49.05,230.28,27.31
2024-08-08 14:00:00,45.27,230.48,23.58
2024-08-08 15:00:00,37.97,230.27,21.08
2024-08-08 16:00:00,36.62,230.26,19.73
2024-08-08 17:00:00,35.54,231.04,19.22
2024-08-08 18:00:00,35.34,231.77,18.11
2024-08-08 19:00:00,36.31,229.46,19.35
2024-08-08 20:00:00,34.18,229.82,19.44
2024-08-08 21:00:00,37.91,229.63,22.0
2024-08-08 22:00:00,42.16,230.82,25.03
2024-08-08 23:00:00,47.06,230.81,26.78
2024-08-09 00:00:00,50.8,230.71,30.55
2024-08-09 01:00:00,55.8,228.22,34.26
2024-08-09 02:00:00,56.66,229.74,36.32
2024-08-09 03:00:00,62.23,229.21,38.98
2024-08-09 04:00:00,63.55,231.66,40.25
2024-08-09 05:00:00,66.66,229.84,42.43
2024-08-09 06:00:00,63.67,229.68,41.64
2024-08-09 07:00:00,62.64,229.52,40.88
2024-08-09 08:00:00,61.94,229.69,39.49
2024-08-09 09:00:00,59.76,229.52,37.67
2024-08-09 10:00:00,53.37,229.36,34.07
2024-08-09 11:00:00,51.72,230.54,32.42
2024-08-09 12:00:00,49.46,228.73,29.53
2024-08-09 13:00:00,42.5,230.36,26.66
2024-08-09 14:00:00,40.74,230.33,24.26
2024-08-09 15:00:00,39.2,229.25,21.82
2024-08-09 16:00:00,33.93,229.69,19.99
2024-08-09 17:00:00,34.12,229.77,17.84
2024-08-09 18:00:00,38.91,230.52,18.97
2024-08-09 19:00:00,34.81,229.63,19.84
2024-08-09 20:00:00,38.18,229.82,20.28
2024-08-09 21:00:00,38.64,231.63,22.62
2024-08-09 22:00:00,47.85,228.92,25.62
2024-08-09 23:00:00,50.53,229.88,27.86
2024-08-10 00:00:00,44.94,230.54,29.62
2024-08-10 01:00:00,50.54,229.11,33.14
2024-08-10 02:00:00,53.58,229.15,36.02
2024-08-10 03:00:00,55.98,229.62,38.38
2024-08-10 04:00:00,57.68,230.07,40.46
2024-08-10 05:00:00,60.58,231.2,40.34
2024-08-10 06:00:00,59.36,229.48,41.01
2024-08-10 07:00:00,57.74,230.23,40.25
2024-08-10 08:00:00,57.02,229.97,38.56
2024-08-10 09:00:00,56.48,230.93,36.98
2024-08-10 10:00:00,55.27,230.66,34.95
2024-08-10 11:00:00,47.08,230.27,32.65
2024-08-10 12:00:00,47.2,231.36,29.89
2024-08-10 13:00:00,36.98,229.82,25.51
2024-08-10 14:00:00,37.96,230.1,23.34
2024-08-10 15:00:00,32.94,229.84,20.73
2024-08-10 16:00:00,36.57,230.03,19.65
2024-08-10 17:00:00,32.22,229.86,19.04
2024-08-10 18:00:00,28.27,230.41,18.07
2024-08-10 19:00:00,28.42,229.3,18.96
2024-08-10 20:00:00,34.69,229.47,19.8
2024-08-10 21:00:00,31.99,230.34,22.24
2024-08-10 22:00:00,34.08,230.88,23.97
2024-08-10 23:00:00,40.74,230.58,27.72
2024-08-11 00:00:00,46.29,229.18,31.27
2024-08-11 01:00:00,50.44,229.65,33.19
2024-08-11 02:00:00,50.52,230.99,35.87
2024-08-11 03:00:00,57.77,229.34,37.82
2024-08-11 04:00:00,59.31,231.26,39.2
2024-08-11 05:00:00,61.28,231.28,40.41
2024-08-11 06:00:00,58.33,229.5,40.79
2024-08-11 07:00:00,59.44,229.53,40.31
2024-08-11 08:00:00,58.66,229.64,39.7
2024-08-11 09:00:00,52.53,229.75,36.69
2024-08-11 10:00:00,49.86,230.99,34.98
2024-08-11 11:00:00,50.43,228.97,31.62
2024-08-11 12:00:00,45.78,229.29,29.08
2024-08-11 13:00:00,41.51,230.7,26.71
2024-08-11 14:00:00,38.3,228.96,23.31
2024-08-11 15:00:00,32.85,230.78,20.4
2024-08-11 16:00:00,32.54,230.78,19.07
2024-08-11 17:00:00,31.11,230.08,19.02
2024-08-11 18:00:00,29.23,230.03,18.45
2024-08-11 19:00:00,26.73,229.5,17.51
2024-08-11 20:00:00,34.49,230.89,19.36
2024-08-11 21:00:00,34.16,232.8,21.56
2024-08-11 22:00:00,36.19,230.29,24.45
2024-08-11 23:00:00,42.68,230.75,26.43
2024-08-12 00:00:00,52.53,230.08,31.07
2024-08-12 01:00:00,52.17,230.49,33.42
2024-08-12 02:00:00,57.97,230.27,36.17
2024-08-12 03:00:00,64.94,229.95,39.58
2024-08-12 04:00:00,62.3,230.44,40.93
2024-08-12 05:00:00,63.84,230.14,41.95
2024-08-12 06:00:00,65.5,229.82,40.7
2024-08-12 07:00:00,62.51,229.87,41.35
2024-08-12 08:00:00,62.07,229.34,39.57
2024-08-12 09:00:00,60.7,230.07,38.14
2024-08-12 10:00:00,57.65,230.11,34.8
2024-08-12 11:00:00,51.35,231.07,32.93
2024-08-12 12:00:00,49.96,230.94,29.73
2024-08-12 13:00:00,47.5,229.65,26.78
2024-08-12 14:00:00,41.33,229.16,24.05
2024-08-12 15:00:00,39.78,228.77,21.82
2024-08-12 16:00:00,36.96,228.93,19.27
2024-08-12 17:00:00,39.65,229.54,19.64
2024-08-12 18:00:00,36.25,230.35,18.11
2024-08-12 19:00:00,34.75,229.86,17.23
2024-08-12 20:00:00,34.34,230.63,20.46
2024-08-12 21:00:00,40.56,228.63,22.87
2024-08-12 22:00:00,43.82,230.2,25.04
2024-08-12 23:00:00,43.29,229.97,27.97
2024-08-13 00:00:00,52.13,230.16,29.93
2024-08-13 01:00:00,59.63,229.26,34.58
2024-08-13 02:00:00,58.81,230.13,37.46
2024-08-13 03:00:00,59.21,230.42,37.44
2024-08-13 04:00:00,64.5,229.74,40.58
2024-08-13 05:00:00,65.91,231.02,40.93
2024-08-13 06:00:00,61.49,230.09,40.91
2024-08-13 07:00:00,63.43,230.34,40.84
2024-08-13 08:00:00,64.48,230.13,39.55
2024-08-13 09:00:00,59.31,229.43,37.66
2024-08-13 10:00:00,53.79,229.96,35.19
2024-08-13 11:00:00,53.24,230.93,31.48
2024-08-13 12:00:00,49.22,229.55,29.2
2024-08-13 13:00:00,41.4,229.43,25.74
2024-08-13 14:00:00,43.8,229.94,24.2
2024-08-13 15:00:00,36.64,230.99,20.96
2024-08-13 16:00:00,40.29,230.6,20.64
2024-08-13 17:00:00,37.78,229.5,19.28
2024-08-13 18:00:00,36.96,229.33,19.16
2024-08-13 19:00:00,32.33,231.02,19.16
2024-08-13 20:00:00,35.18,229.93,20.83
2024-08-13 21:00:00,41.69,230.49,22.94
2024-08-13 22:00:00,46.48,231.14,26.03
2024-08-13 23:00:00,44.17,229.25,27.05
2024-08-14 00:00:00,50.06,229.92,30.73
2024-08-14 01:00:00,51.05,230.86,34.1
2024-08-14 02:00:00,58.27,229.16,36.46
2024-08-14 03:00:00,62.28,229.96,38.14
2024-08-14 04:00:00,60.31,230.43,39.99
2024-08-14 05:00:00,65.29,230.9,41.72
2024-08-14 06:00:00,63.35,229.4,40.34
2024-08-14 07:00:00,67.27,229.7,41.38
2024-08-14 08:00:00,61.41,229.37,38.74
2024-08-14 09:00:00,60.19,229.44,37.69
2024-08-14 10:00:00,57.61,229.95,34.56
2024-08-14 11:00:00,51.73,228.42,31.73
2024-08-14 12:00:00,44.51,230.48,29.51
2024-08-14 13:00:00,43.72,229.82,26.22
2024-08-14 14:00:00,40.87,229.59,23.37
2024-08-14 15:00:00,41.4,230.31,22.13
2024-08-14 16:00:00,40.11,230.68,20.92
2024-08-14 17:00:00,37.48,229.77,18.2
2024-08-14 18:00:00,35.03,229.52,18.01
2024-08-14 19:00:00,34.31,229.48,18.99
2024-08-14 20:00:00,35.04,228.98,20.6
2024-08-14 21:00:00,40.17,229.83,22.3
2024-08-14 22:00:00,42.33,229.73,25.24
2024-08-14 23:00:00,47.61,228.96,28.51
2024-08-15 00:00:00,53.56,229.78,30.39
2024-08-15 01:00:00,48.72,229.02,33.05
2024-08-15 02:00:00,56.68,229.83,36.4
2024-08-15 03:00:00,62.24,230.59,38.47
2024-08-15 04:00:00,62.81,230.08,40.18
2024-08-15 05:00:00,61.11,228.19,41.33
2024-08-15 06:00:00,66.02,229.9,43.15
2024-08-15 07:00:00,63.72,230.96,41.51
2024-08-15 08:00:00,64.62,229.25,40.24
2024-08-15 09:00:00,63.15,229.76,38.32
2024-08-15 10:00:00,56.29,231.01,35.13
2024-08-15 11:00:00,52.08,230.67,32.2
2024-08-15 12:00:00,49.17,230.98,29.32
2024-08-15 13:00:00,46.88,229.7,27.34
2024-08-15 14:00:00,70.32,229.89,22.6
2024-08-15 15:00:00,62.89,228.52,20.8
2024-08-15 16:00:00,62.37,230.39,18.95
2024-08-15 17:00:00,34.12,229.3,18.52
2024-08-15 18:00:00,34.94,231.24,18.2
2024-08-15 19:00:00,35.96,229.87,19.56
2024-08-15 20:00:00,35.79,229.15,19.71
2024-08-15 21:00:00,40.04,230.66,22.48
2024-08-15 22:00:00,42.45,229.7,24.58
2024-08-15 23:00:00,46.92,230.5,29.01
2024-08-16 00:00:00,48.56,228.98,30.22
2024-08-16 01:00:00,55.49,229.85,34.53
2024-08-16 02:00:00,61.22,230.7,37.08
2024-08-16 03:00:00,57.14,230.55,37.4
2024-08-16 04:00:00,64.34,229.63,40.23
2024-08-16 05:00:00,63.84,229.82,41.33
2024-08-16 06:00:00,66.02,229.53,41.09
2024-08-16 07:00:00,68.66,230.91,41.47
2024-08-16 08:00:00,61.0,230.11,39.51
2024-08-16 09:00:00,57.32,229.48,36.73
2024-08-16 10:00:00,53.44,230.25,34.49
2024-08-16 11:00:00,52.72,229.96,33.07
2024-08-16 12:00:00,48.66,231.52,28.69
